Category,Country,Customer ID,Order Date,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Electronics,Germany,3289,9/22/23,660,Yes,3,Standard,30.00%,$416.00 ,$572 ,9,0,$11.40 ,$3K
Electronics,Germany,9541,12/28/23,689,Yes,3,Standard,37.00%,$731.30 ,$395 ,4,2,$5.90 ,$2K
Electronics,Germany,1020,7/2/23,146,Yes,3,Standard,11.00%,$884.00 ,"$1,999 ",9,5,$20.20 ,$7K
Electronics,Germany,6367,5/27/23,417,Yes,4,Standard,25.00%,$590.50 ,$519 ,10,2,$28.90 ,$4K
Electronics,Germany,4529,2/28/23,636,Yes,4,Standard,18.00%,$515.50 ,$398 ,8,5,$30.70 ,$3K
Electronics,Germany,3892,12/1/23,63,Yes,5,Standard,22.00%,$133.60 ,$180 ,7,1,$8.40 ,$1K
Electronics,Germany,5180,10/11/23,43,Yes,5,Standard,28.00%,$969.60 ,$77 ,1,2,$11.90 ,$1K
Electronics,Germany,1537,11/20/23,337,Yes,5,Standard,22.00%,$630.70 ,$407 ,4,2,$7.50 ,$2K
Electronics,Germany,3322,11/17/23,70,Yes,5,Standard,20.00%,$175.80 ,$340 ,9,2,$18.90 ,$1K
Electronics,Germany,9809,3/15/23,313,Yes,5,Standard,31.00%,$721.70 ,$356 ,5,3,$19.00 ,$2K
Electronics,Germany,4661,11/5/23,610,Yes,5,Standard,10.00%,$789.40 ,$235 ,3,4,$39.50 ,$2K
Electronics,UK,6730,6/14/23,645,Yes,1,Standard,26.00%,$654.60 ,$629 ,5,1,$20.60 ,$2K
Electronics,UK,5212,3/17/23,80,Yes,1,Standard,29.00%,$969.40 ,"$1,159 ",7,1,$33.90 ,$5K
Electronics,UK,6247,7/26/23,344,Yes,1,Standard,10.00%,$475.20 ,$356 ,4,4,$17.20 ,$2K
Electronics,UK,4720,8/11/23,817,Yes,2,Standard,15.00%,$749.50 ,$788 ,6,0,$41.80 ,$4K
Electronics,UK,3580,4/19/23,555,Yes,2,Standard,22.00%,$334.10 ,$129 ,3,1,$11.40 ,$1K
Electronics,UK,2795,10/10/23,452,Yes,2,Standard,15.00%,$221.80 ,$392 ,8,5,$41.50 ,$2K
Electronics,UK,6181,8/23/23,967,Yes,3,Standard,25.00%,$344.60 ,$224 ,3,0,$20.10 ,$1K
Electronics,UK,8819,8/12/23,173,Yes,3,Standard,27.00%,$696.60 ,$89 ,1,2,$45.90 ,$1K
Electronics,UK,7406,10/11/23,117,Yes,4,Standard,25.00%,$862.50 ,$824 ,5,0,$7.40 ,$3K
Electronics,UK,1071,3/24/23,125,Yes,4,Standard,14.00%,$563.30 ,$122 ,1,1,$42.90 ,$0K
Electronics,USA,4605,9/20/23,369,Yes,1,Standard,24.00%,$712.00 ,"$1,120 ",10,1,$12.90 ,$5K
Electronics,USA,4300,2/18/23,706,Yes,1,Standard,33.00%,$480.90 ,$339 ,7,3,$13.90 ,$2K
Electronics,USA,6499,5/9/23,142,Yes,2,Standard,16.00%,$657.60 ,$122 ,2,2,$48.70 ,$1K
Electronics,USA,8215,4/11/23,992,Yes,2,Standard,35.00%,$54.00 ,$82 ,10,2,$39.00 ,$0K
Electronics,USA,2374,1/25/23,106,Yes,2,Standard,31.00%,$896.30 ,"$1,512 ",9,4,$27.60 ,$6K
Electronics,USA,9189,5/17/23,671,Yes,2,Standard,9.00%,$997.90 ,$427 ,4,5,$24.70 ,$4K
Electronics,USA,9236,12/9/23,358,Yes,3,Standard,5.00%,$969.30 ,$119 ,1,0,$45.10 ,$1K
Electronics,USA,6675,3/13/23,682,Yes,3,Standard,13.00%,$799.00 ,$473 ,3,3,$39.80 ,$2K
Electronics,USA,4409,6/22/23,196,Yes,3,Standard,9.00%,$779.30 ,"$1,911 ",10,3,$18.50 ,$7K
Electronics,USA,2945,2/12/23,268,Yes,3,Standard,10.00%,$360.70 ,$199 ,5,4,$26.00 ,$2K
Electronics,USA,1762,3/15/23,51,Yes,3,Standard,16.00%,$748.90 ,"$1,693 ",9,5,$29.70 ,$6K
Electronics,USA,9117,9/10/23,884,Yes,3,Standard,38.00%,$196.20 ,$275 ,9,5,$7.60 ,$1K
Electronics,USA,1176,6/11/23,901,Yes,4,Standard,13.00%,$876.90 ,$108 ,1,2,$26.70 ,$1K
Electronics,USA,1676,12/3/23,935,Yes,4,Standard,29.00%,$126.70 ,$147 ,10,2,$28.00 ,$1K
Electronics,USA,2688,2/16/23,705,Yes,4,Standard,35.00%,$887.80 ,$309 ,2,3,$2.20 ,$1K
Electronics,USA,3925,8/28/23,427,Yes,4,Standard,39.00%,$150.20 ,$78 ,3,5,$9.20 ,$0K
Electronics,USA,9042,7/25/23,838,Yes,5,Standard,16.00%,$517.30 ,$502 ,9,5,$42.50 ,$4K
Home,Canada,8942,10/21/23,574,Yes,1,Standard,7.00%,$601.60 ,$72 ,1,1,$9.70 ,$1K
Home,Canada,2989,11/11/23,59,Yes,2,Standard,17.00%,$73.00 ,$177 ,10,1,$15.90 ,$1K
Home,Canada,9259,11/27/23,267,Yes,2,Standard,32.00%,$106.30 ,$125 ,10,4,$7.70 ,$1K
Home,Canada,1509,10/23/23,150,Yes,2,Standard,32.00%,$672.90 ,$197 ,2,5,$8.70 ,$1K
Home,Canada,5851,4/10/23,970,Yes,3,Standard,22.00%,$425.00 ,$47 ,1,0,$16.30 ,$0K
Home,Canada,7941,1/5/23,451,Yes,3,Standard,13.00%,$535.80 ,$196 ,2,0,$2.20 ,$1K
Home,Canada,8248,8/7/23,405,Yes,3,Standard,40.00%,$268.00 ,$73 ,2,2,$10.30 ,$0K
Home,Canada,2427,11/15/23,914,Yes,3,Standard,14.00%,$814.60 ,"$1,029 ",8,2,$22.20 ,$6K
Home,Canada,5895,9/16/23,69,Yes,3,Standard,39.00%,$217.50 ,$42 ,3,4,$34.30 ,$0K
Home,Canada,1185,8/18/23,484,Yes,4,Standard,24.00%,$265.40 ,$231 ,6,4,$19.00 ,$1K
Home,Canada,6122,4/21/23,141,Yes,4,Standard,12.00%,$928.30 ,$339 ,3,5,$9.20 ,$2K
Home,Canada,8964,1/11/23,89,Yes,4,Standard,13.00%,$729.50 ,$799 ,7,5,$6.20 ,$4K
Home,Canada,7981,7/19/23,302,Yes,5,Standard,8.00%,$977.60 ,$566 ,4,5,$46.10 ,$4K
Home,Canada,4924,9/8/23,176,Yes,5,Standard,37.00%,$911.90 ,"$1,069 ",10,5,$20.20 ,$6K
Home,France,8605,11/18/23,184,Yes,1,Standard,29.00%,$173.60 ,$171 ,10,1,$4.40 ,$1K
Home,France,3097,1/24/23,236,Yes,1,Standard,6.00%,$929.30 ,$494 ,2,2,$16.50 ,$2K
Home,France,4658,10/1/23,746,Yes,1,Standard,23.00%,$919.10 ,$230 ,3,3,$13.40 ,$2K
Home,France,4059,11/6/23,74,Yes,2,Standard,11.00%,$25.00 ,$5 ,2,1,$26.30 ,$0K
Home,France,3546,8/23/23,636,Yes,3,Standard,28.00%,$364.50 ,$365 ,5,0,$42.10 ,$1K
Home,France,1460,6/11/23,12,Yes,3,Standard,35.00%,$301.60 ,$357 ,10,1,$27.90 ,$2K
Home,France,2644,8/25/23,119,Yes,3,Standard,18.00%,$132.20 ,$78 ,5,4,$34.20 ,$1K
Home,France,3609,3/23/23,62,Yes,3,Standard,16.00%,$880.00 ,"$1,108 ",10,4,$19.50 ,$7K
Home,France,4548,10/14/23,273,Yes,4,Standard,22.00%,$399.80 ,$144 ,4,0,$24.90 ,$1K
Home,France,3964,1/22/23,338,Yes,4,Standard,8.00%,$860.40 ,$676 ,6,0,$33.20 ,$5K
Home,France,3996,6/6/23,912,Yes,4,Standard,35.00%,$691.30 ,"$1,048 ",9,1,$42.70 ,$4K
Home,France,8268,11/23/23,233,Yes,4,Standard,21.00%,$195.20 ,$375 ,10,1,$33.70 ,$2K
Home,France,6508,5/16/23,308,Yes,4,Standard,6.00%,$428.10 ,$405 ,5,3,$16.30 ,$2K
Home,France,9877,8/21/23,685,Yes,4,Standard,14.00%,$554.10 ,$524 ,6,3,$27.10 ,$3K
Home,France,9825,10/10/23,391,Yes,4,Standard,23.00%,$746.20 ,$971 ,7,4,$47.40 ,$4K
Home,France,2376,11/26/23,716,Yes,5,Standard,12.00%,$153.10 ,$23 ,1,0,$44.20 ,$0K
Home,France,7098,11/17/23,194,Yes,5,Standard,39.00%,$600.30 ,$88 ,2,1,$37.00 ,$1K
Home,France,5515,11/6/23,943,Yes,5,Standard,9.00%,$438.80 ,$173 ,2,2,$26.60 ,$1K
Home,France,3443,5/9/23,341,Yes,5,Standard,10.00%,$510.30 ,$393 ,6,4,$41.50 ,$3K
Home,France,2333,8/1/23,224,Yes,5,Standard,33.00%,$737.20 ,$326 ,3,5,$19.70 ,$1K
Home,France,6853,2/19/23,606,Yes,5,Standard,27.00%,$910.10 ,"$1,224 ",10,5,$7.20 ,$7K
Home,Germany,3167,10/3/23,97,Yes,1,Standard,18.00%,$236.70 ,$431 ,8,3,$22.90 ,$2K
Home,Germany,1960,6/25/23,861,Yes,1,Standard,24.00%,$226.10 ,$430 ,10,4,$27.90 ,$2K
Home,Germany,4888,6/24/23,466,Yes,1,Standard,34.00%,$627.10 ,$460 ,4,5,$25.00 ,$2K
Home,Germany,4248,8/26/23,115,Yes,2,Standard,30.00%,$145.10 ,$170 ,6,2,$12.80 ,$1K
Home,Germany,9295,1/16/23,114,Yes,2,Standard,19.00%,$267.50 ,$92 ,3,4,$4.80 ,$1K
Home,Germany,7324,2/11/23,349,Yes,2,Standard,33.00%,$829.10 ,$496 ,5,4,$9.20 ,$3K
Home,Germany,5132,7/22/23,910,Yes,2,Standard,26.00%,$653.00 ,$949 ,8,5,$29.50 ,$4K
Home,Germany,8960,8/10/23,114,Yes,4,Standard,30.00%,$501.90 ,$376 ,4,0,$6.40 ,$1K
Home,Germany,2677,4/17/23,792,Yes,4,Standard,28.00%,$55.70 ,$33 ,6,0,$9.90 ,$0K
Home,Germany,4523,9/7/23,524,Yes,4,Standard,40.00%,$814.10 ,$249 ,2,2,$13.10 ,$1K
Home,Germany,3909,9/6/23,571,Yes,4,Standard,20.00%,$198.20 ,$60 ,3,3,$41.20 ,$0K
Home,Germany,5854,5/8/23,929,Yes,4,Standard,34.00%,$662.90 ,$875 ,9,3,$26.40 ,$4K
Home,Germany,1484,11/19/23,429,Yes,5,Standard,11.00%,$341.40 ,$301 ,5,0,$6.20 ,$2K
Home,Germany,7766,12/23/23,189,Yes,5,Standard,18.00%,$207.30 ,$215 ,9,2,$23.40 ,$2K
Home,Germany,4488,1/1/23,454,Yes,5,Standard,38.00%,$522.20 ,$476 ,9,2,$28.60 ,$3K
Home,Germany,5128,10/19/23,872,Yes,5,Standard,14.00%,$565.70 ,$332 ,3,3,$40.50 ,$1K
Home,Germany,8159,8/27/23,404,Yes,5,Standard,36.00%,$129.00 ,$30 ,2,4,$12.20 ,$0K
Home,UK,4774,10/2/23,865,Yes,1,Standard,6.00%,$565.60 ,$291 ,5,2,$12.50 ,$3K
Home,UK,1712,10/28/23,998,Yes,1,Standard,13.00%,$829.00 ,"$1,343 ",7,2,$12.70 ,$5K
Home,UK,8216,4/11/23,23,Yes,1,Standard,32.00%,$440.00 ,$369 ,6,4,$49.00 ,$2K
Home,UK,5421,11/18/23,784,Yes,2,Standard,33.00%,$479.30 ,$65 ,1,1,$2.80 ,$0K
Home,UK,5927,8/24/23,169,Yes,2,Standard,26.00%,$675.20 ,$521 ,8,1,$5.40 ,$4K
Home,UK,1843,6/9/23,53,Yes,2,Standard,35.00%,$244.30 ,$407 ,9,2,$9.80 ,$1K
Home,UK,6269,7/15/23,492,Yes,3,Standard,27.00%,$53.20 ,$52 ,6,2,$8.50 ,$0K
Home,UK,1138,8/1/23,187,Yes,3,Standard,8.00%,$293.80 ,$73 ,2,3,$13.60 ,$1K
Home,UK,7328,6/21/23,70,Yes,3,Standard,12.00%,$111.90 ,$130 ,6,5,$17.90 ,$1K
Home,UK,1617,7/20/23,282,Yes,4,Standard,34.00%,$885.50 ,$209 ,3,0,$33.90 ,$2K
Home,UK,1587,11/23/23,966,Yes,4,Standard,14.00%,$651.40 ,"$1,678 ",10,0,$28.90 ,$6K
Home,UK,2381,6/4/23,456,Yes,4,Standard,20.00%,$849.60 ,"$1,203 ",9,1,$37.90 ,$6K
Home,UK,2902,7/14/23,115,Yes,5,Standard,16.00%,$750.50 ,$453 ,3,0,$21.80 ,$2K
Home,UK,8147,5/2/23,70,Yes,5,Standard,16.00%,$610.60 ,$636 ,8,1,$39.00 ,$4K
Home,UK,3537,2/16/23,224,Yes,5,Standard,38.00%,$679.40 ,$922 ,9,3,$12.80 ,$4K
Home,UK,2287,10/22/23,249,Yes,5,Standard,21.00%,$674.90 ,$154 ,2,4,$32.20 ,$1K
Home,USA,3835,7/13/23,455,Yes,1,Standard,30.00%,$44.70 ,$24 ,3,0,$23.80 ,$0K
Home,USA,8314,5/23/23,54,Yes,1,Standard,35.00%,$262.90 ,$212 ,5,4,$38.00 ,$1K
Home,USA,5743,10/22/23,891,Yes,2,Standard,18.00%,$579.20 ,$606 ,7,0,$29.60 ,$3K
Home,USA,3271,9/23/23,396,Yes,2,Standard,22.00%,$178.10 ,$50 ,2,5,$41.70 ,$0K
Home,USA,5670,7/22/23,369,Yes,2,Standard,11.00%,$562.00 ,$365 ,6,5,$18.10 ,$3K
Home,USA,3521,3/16/23,913,Yes,4,Standard,9.00%,$191.60 ,$143 ,4,0,$14.10 ,$1K
Home,USA,3856,5/3/23,373,Yes,4,Standard,37.00%,$877.70 ,"$1,310 ",10,2,$5.70 ,$6K
Home,USA,7986,2/8/23,494,Yes,4,Standard,11.00%,$127.20 ,$69 ,5,3,$22.20 ,$1K
Home,USA,5146,9/10/23,173,Yes,5,Standard,10.00%,$234.10 ,$128 ,3,1,$32.40 ,$1K
Home,USA,7228,4/17/23,930,Yes,5,Standard,20.00%,$505.10 ,$744 ,8,1,$28.40 ,$3K
Home,USA,8348,10/19/23,108,Yes,5,Standard,19.00%,$710.90 ,"$1,224 ",10,2,$25.10 ,$6K
Home,USA,3819,2/20/23,955,Yes,5,Standard,37.00%,$521.10 ,$166 ,5,4,$6.10 ,$2K
Home,USA,2669,10/27/23,584,Yes,5,Standard,9.00%,$679.40 ,$650 ,8,5,$4.40 ,$5K
Sports,Canada,3543,6/6/23,346,Yes,1,Standard,21.00%,$590.10 ,$388 ,3,0,$6.80 ,$1K
Sports,Canada,3646,1/21/23,818,Yes,1,Standard,14.00%,$238.70 ,$85 ,2,4,$46.40 ,$0K
Sports,Canada,5677,8/28/23,653,Yes,1,Standard,13.00%,$344.70 ,$876 ,10,4,$4.50 ,$3K
Sports,Canada,1586,1/2/23,528,Yes,1,Standard,30.00%,$215.10 ,$99 ,5,5,$49.40 ,$1K
Sports,Canada,8647,1/4/23,405,Yes,1,Standard,8.00%,$325.10 ,$541 ,7,5,$39.90 ,$2K
Sports,Canada,7347,4/2/23,508,Yes,1,Standard,21.00%,$429.00 ,$919 ,10,5,$41.60 ,$3K
Sports,Canada,2089,7/10/23,814,Yes,2,Standard,13.00%,$724.80 ,"$1,687 ",9,0,$16.40 ,$6K
Sports,Canada,2747,9/25/23,705,Yes,2,Standard,10.00%,$370.50 ,$78 ,2,2,$39.80 ,$1K
Sports,Canada,8197,6/16/23,209,Yes,2,Standard,12.00%,$289.50 ,$148 ,2,3,$45.30 ,$1K
Sports,Canada,6026,3/8/23,116,Yes,2,Standard,14.00%,$674.70 ,$534 ,6,3,$28.90 ,$3K
Sports,Canada,4135,2/5/23,257,Yes,2,Standard,31.00%,$612.80 ,$100 ,1,5,$41.00 ,$0K
Sports,Canada,1236,7/11/23,856,Yes,3,Standard,18.00%,$343.70 ,$185 ,3,2,$18.10 ,$1K
Sports,Canada,8659,5/28/23,799,Yes,4,Standard,13.00%,$187.30 ,$76 ,3,1,$28.80 ,$0K
Sports,Canada,4736,9/12/23,562,Yes,4,Standard,33.00%,$258.20 ,$201 ,4,3,$46.10 ,$1K
Sports,Canada,6571,2/23/23,778,Yes,5,Standard,39.00%,$999.90 ,$595 ,4,0,$49.50 ,$2K
Sports,Canada,8329,1/27/23,806,Yes,5,Standard,20.00%,$823.10 ,$809 ,5,3,$14.40 ,$3K
Sports,Canada,9875,3/7/23,409,Yes,5,Standard,36.00%,$130.00 ,$58 ,4,4,$47.40 ,$0K
Sports,France,8608,10/17/23,565,Yes,1,Standard,12.00%,$850.00 ,$471 ,3,0,$49.20 ,$2K
Sports,France,8956,1/16/23,81,Yes,1,Standard,24.00%,$680.90 ,$458 ,6,4,$10.50 ,$3K
Sports,France,2688,1/9/23,656,Yes,1,Standard,29.00%,$620.10 ,$439 ,9,4,$4.80 ,$4K
Sports,France,2481,7/14/23,779,Yes,2,Standard,24.00%,$431.00 ,$282 ,3,2,$35.10 ,$1K
Sports,France,6275,4/1/23,615,Yes,3,Standard,10.00%,$350.40 ,$358 ,7,2,$18.20 ,$2K
Sports,France,4143,8/17/23,990,Yes,4,Standard,24.00%,$100.50 ,$123 ,9,0,$23.70 ,$1K
Sports,France,2230,8/23/23,164,Yes,4,Standard,15.00%,$196.00 ,$344 ,8,5,$48.40 ,$1K
Sports,France,9377,6/23/23,310,Yes,5,Standard,29.00%,$114.30 ,$202 ,10,0,$26.90 ,$1K
Sports,France,6924,8/28/23,265,Yes,5,Standard,28.00%,$94.20 ,$131 ,8,2,$7.80 ,$1K
Sports,France,2655,11/24/23,663,Yes,5,Standard,7.00%,$158.10 ,$34 ,1,3,$7.20 ,$0K
Sports,France,4104,2/4/23,349,Yes,5,Standard,6.00%,$526.20 ,$607 ,6,3,$17.80 ,$3K
Sports,France,1139,12/5/23,192,Yes,5,Standard,16.00%,$981.90 ,$891 ,4,4,$19.10 ,$3K
Sports,Germany,1001,9/28/23,537,Yes,1,Standard,6.00%,$949.10 ,$817 ,7,2,$37.60 ,$6K
Sports,Germany,1815,6/7/23,379,Yes,1,Standard,8.00%,$752.90 ,$701 ,6,3,$35.30 ,$4K
Sports,Germany,6560,4/23/23,832,Yes,1,Standard,33.00%,$281.80 ,$234 ,9,5,$47.80 ,$2K
Sports,Germany,8631,8/19/23,213,Yes,2,Standard,15.00%,$535.20 ,$382 ,6,3,$13.40 ,$3K
Sports,Germany,4487,3/15/23,420,Yes,2,Standard,23.00%,$603.90 ,"$1,231 ",9,3,$49.10 ,$4K
Sports,Germany,5486,6/9/23,227,Yes,2,Standard,16.00%,$957.00 ,"$1,293 ",8,4,$33.40 ,$6K
Sports,Germany,1627,3/12/23,892,Yes,2,Standard,31.00%,$733.00 ,$186 ,3,5,$18.60 ,$2K
Sports,Germany,2570,9/23/23,663,Yes,3,Standard,12.00%,$455.70 ,$202 ,2,2,$26.30 ,$1K
Sports,Germany,4790,4/6/23,602,Yes,4,Standard,30.00%,$521.30 ,$748 ,8,1,$48.60 ,$3K
Sports,Germany,1486,4/28/23,767,Yes,4,Standard,28.00%,$560.10 ,$980 ,10,2,$38.90 ,$4K
Sports,Germany,7832,4/13/23,504,Yes,5,Standard,16.00%,$999.50 ,"$1,119 ",5,4,$21.90 ,$4K
Sports,Germany,8097,3/25/23,738,Yes,5,Standard,8.00%,$503.20 ,$797 ,8,4,$23.80 ,$4K
Sports,Germany,3413,7/18/23,274,Yes,5,Standard,6.00%,$808.60 ,$208 ,1,5,$44.00 ,$1K
Sports,UK,3790,9/5/23,414,Yes,1,Standard,35.00%,$110.10 ,$21 ,1,0,$29.50 ,$0K
Sports,UK,5398,5/26/23,930,Yes,2,Standard,35.00%,$596.50 ,$591 ,9,0,$9.80 ,$3K
Sports,UK,9890,4/9/23,920,Yes,2,Standard,14.00%,$253.50 ,$315 ,5,2,$26.60 ,$1K
Sports,UK,9792,1/9/23,284,Yes,2,Standard,23.00%,$569.50 ,$176 ,3,4,$5.70 ,$1K
Sports,UK,4074,5/8/23,380,Yes,3,Standard,14.00%,$386.70 ,$84 ,2,0,$49.40 ,$1K
Sports,UK,3988,1/6/23,953,Yes,3,Standard,19.00%,$344.90 ,$611 ,10,3,$4.10 ,$3K
Sports,UK,9307,2/6/23,541,Yes,3,Standard,38.00%,$859.40 ,$356 ,6,4,$14.40 ,$3K
Sports,UK,8208,5/1/23,167,Yes,4,Standard,38.00%,$609.20 ,$660 ,7,3,$39.40 ,$3K
Sports,UK,8049,1/6/23,55,Yes,5,Standard,21.00%,$656.80 ,"$1,078 ",7,0,$37.10 ,$4K
Sports,UK,6443,7/1/23,582,Yes,5,Standard,19.00%,$437.50 ,$40 ,1,2,$49.80 ,$0K
Sports,UK,4149,10/6/23,239,Yes,5,Standard,6.00%,$291.50 ,$282 ,9,2,$49.60 ,$2K
Sports,UK,8611,6/14/23,910,Yes,5,Standard,37.00%,$510.30 ,$484 ,9,2,$29.70 ,$3K
Sports,UK,7750,3/23/23,769,Yes,5,Standard,33.00%,$539.60 ,$381 ,4,3,$2.10 ,$1K
Sports,UK,4548,3/15/23,311,Yes,5,Standard,22.00%,$687.70 ,$878 ,10,4,$29.20 ,$5K
Sports,USA,4495,4/9/23,615,Yes,1,Standard,17.00%,$404.20 ,$160 ,2,2,$46.50 ,$1K
Sports,USA,4006,9/5/23,79,Yes,1,Standard,32.00%,$685.80 ,$900 ,8,2,$12.50 ,$4K
Sports,USA,6827,1/18/23,924,Yes,1,Standard,15.00%,$459.70 ,$107 ,2,3,$2.50 ,$1K
Sports,USA,9377,3/27/23,731,Yes,1,Standard,32.00%,$130.20 ,$116 ,8,3,$5.40 ,$1K
Sports,USA,3174,1/19/23,886,Yes,1,Standard,32.00%,$432.20 ,$93 ,2,4,$2.10 ,$1K
Sports,USA,7440,10/2/23,718,Yes,2,Standard,11.00%,$328.80 ,$188 ,4,0,$20.80 ,$1K
Sports,USA,8665,9/13/23,927,Yes,2,Standard,7.00%,$584.00 ,$58 ,1,1,$22.50 ,$1K
Sports,USA,5411,8/25/23,366,Yes,2,Standard,24.00%,$394.30 ,$351 ,8,1,$17.70 ,$2K
Sports,USA,7336,8/7/23,128,Yes,2,Standard,10.00%,$600.60 ,$193 ,2,2,$10.50 ,$1K
Sports,USA,3369,12/3/23,368,Yes,2,Standard,13.00%,$772.50 ,$380 ,2,4,$30.80 ,$1K
Sports,USA,4380,3/26/23,518,Yes,2,Standard,13.00%,$901.60 ,$256 ,3,5,$20.20 ,$2K
Sports,USA,8102,5/3/23,82,Yes,3,Standard,16.00%,$142.70 ,$196 ,6,1,$25.10 ,$1K
Sports,USA,4406,4/25/23,981,Yes,3,Standard,36.00%,$855.00 ,$701 ,6,1,$17.70 ,$3K
Sports,USA,5724,5/15/23,721,Yes,3,Standard,22.00%,$179.10 ,$97 ,5,3,$33.80 ,$1K
Sports,USA,4995,12/27/23,70,Yes,3,Standard,18.00%,$76.60 ,$19 ,1,4,$10.10 ,$0K
Sports,USA,6042,9/13/23,776,Yes,4,Standard,10.00%,$840.90 ,"$1,000 ",5,0,$43.00 ,$4K
Sports,USA,7168,3/5/23,172,Yes,4,Standard,30.00%,$825.20 ,$352 ,5,1,$23.60 ,$3K
Sports,USA,5993,5/2/23,685,Yes,4,Standard,25.00%,$494.40 ,$71 ,1,3,$18.00 ,$0K
Sports,USA,9138,8/27/23,710,Yes,4,Standard,14.00%,$945.80 ,$873 ,4,5,$24.30 ,$3K
Sports,USA,5231,7/26/23,611,Yes,4,Standard,23.00%,$30.00 ,$42 ,7,5,$6.20 ,$0K
Sports,USA,8196,5/12/23,460,Yes,5,Standard,26.00%,$306.20 ,$132 ,3,0,$32.80 ,$1K
Sports,USA,1338,2/21/23,744,Yes,5,Standard,7.00%,$365.00 ,$305 ,3,4,$17.00 ,$1K
Sports,USA,7153,10/23/23,25,Yes,5,Standard,11.00%,$860.60 ,$667 ,3,5,$35.60 ,$2K
Books,Canada,4385,8/8/23,996,Yes,1,Standard,5.00%,$705.50 ,$258 ,2,0,$11.20 ,$1K
Books,Canada,4804,12/1/23,650,Yes,1,Standard,24.00%,$400.60 ,$31 ,1,1,$18.90 ,$0K
Books,Canada,2930,5/14/23,632,Yes,1,Standard,13.00%,$279.90 ,$76 ,2,1,$44.40 ,$0K
Books,Canada,9813,6/28/23,565,Yes,1,Standard,28.00%,$782.70 ,$648 ,4,1,$43.00 ,$2K
Books,Canada,4453,11/17/23,475,Yes,1,Standard,22.00%,$154.90 ,$167 ,5,1,$10.70 ,$1K
Books,Canada,4207,1/15/23,830,Yes,1,Standard,39.00%,$493.50 ,$269 ,6,2,$7.20 ,$2K
Books,Canada,1474,7/12/23,880,Yes,1,Standard,6.00%,$125.90 ,$80 ,5,3,$26.30 ,$1K
Books,Canada,9306,7/8/23,427,Yes,2,Standard,29.00%,$82.20 ,$115 ,8,0,$37.00 ,$0K
Books,Canada,2079,7/7/23,798,Yes,2,Standard,31.00%,$968.80 ,$599 ,3,1,$38.20 ,$2K
Books,Canada,1267,4/16/23,4,Yes,2,Standard,21.00%,$811.60 ,$188 ,2,3,$41.30 ,$1K
Books,Canada,9582,8/24/23,485,Yes,2,Standard,26.00%,$804.40 ,$549 ,8,3,$36.90 ,$5K
Books,Canada,3473,4/17/23,486,Yes,3,Standard,24.00%,$308.60 ,$144 ,5,0,$28.60 ,$1K
Books,Canada,1750,8/26/23,53,Yes,3,Standard,6.00%,$787.70 ,$935 ,10,0,$15.60 ,$7K
Books,Canada,8637,6/28/23,234,Yes,3,Standard,25.00%,$855.30 ,"$1,618 ",9,3,$20.60 ,$6K
Books,Canada,5240,2/4/23,733,Yes,3,Standard,21.00%,$730.20 ,"$1,298 ",8,4,$40.80 ,$5K
Books,Canada,4348,4/21/23,534,Yes,3,Standard,28.00%,$873.10 ,"$1,760 ",10,4,$6.50 ,$6K
Books,Canada,9777,8/1/23,670,Yes,3,Standard,20.00%,$786.80 ,"$1,586 ",9,5,$29.50 ,$6K
Books,Canada,8943,8/13/23,602,Yes,4,Standard,38.00%,$114.10 ,$14 ,2,0,$39.80 ,$0K
Books,Canada,6832,10/6/23,100,Yes,4,Standard,6.00%,$554.30 ,$440 ,3,0,$21.10 ,$2K
Books,Canada,8019,10/20/23,224,Yes,4,Standard,5.00%,$772.20 ,$408 ,2,4,$6.70 ,$1K
Books,Canada,2566,1/24/23,166,Yes,5,Standard,6.00%,$324.30 ,$378 ,6,0,$15.50 ,$2K
Books,Canada,9598,8/11/23,945,Yes,5,Standard,12.00%,$952.60 ,$429 ,5,1,$38.60 ,$4K
Books,Canada,8809,6/20/23,831,Yes,5,Standard,13.00%,$619.40 ,"$1,375 ",9,5,$43.60 ,$5K
Books,France,4924,9/16/23,176,Yes,1,Standard,22.00%,$489.60 ,$310 ,3,2,$23.30 ,$1K
Books,France,5483,9/27/23,371,Yes,1,Standard,28.00%,$300.20 ,$250 ,5,4,$9.30 ,$1K
Books,France,4905,5/21/23,147,Yes,2,Standard,25.00%,$601.70 ,$47 ,1,1,$27.30 ,$0K
Books,France,3939,9/11/23,825,Yes,2,Standard,24.00%,$492.50 ,$166 ,3,2,$10.60 ,$1K
Books,France,2305,2/26/23,250,Yes,2,Standard,16.00%,$547.80 ,$408 ,5,4,$18.80 ,$2K
Books,France,7639,8/28/23,112,Yes,2,Standard,14.00%,$116.70 ,$80 ,5,5,$4.10 ,$1K
Books,France,4817,7/1/23,426,Yes,2,Standard,28.00%,$295.50 ,$210 ,7,5,$38.00 ,$1K
Books,France,1400,11/13/23,996,Yes,2,Standard,28.00%,$380.20 ,$425 ,9,5,$19.70 ,$2K
Books,France,5588,6/26/23,563,Yes,3,Standard,29.00%,$140.30 ,$54 ,2,3,$40.60 ,$0K
Books,France,8204,8/14/23,184,Yes,3,Standard,21.00%,$315.10 ,$260 ,7,4,$34.80 ,$2K
